Transaction Amount,Quantity,Customer Age,Is Fraudulent,Account Age Days,Transaction Hour,Payment Method_bank transfer,Payment Method_credit card,Payment Method_debit card,Device Used_mobile,Device Used_tablet,Product Category_electronics,Product Category_health & beauty,Product Category_home & garden,Product Category_toys & games
275.58,2,17,0,230,17,False,False,True,True,False,False,False,False,True
134.84,4,29,0,260,17,False,False,False,True,False,False,True,False,False
57.26,2,43,0,61,12,True,False,False,False,False,True,False,False,False
10.95,3,46,0,339,6,False,False,True,False,False,False,False,True,False
239.27,1,31,0,245,9,True,False,False,False,False,False,False,True,False
141.43,3,35,0,142,20,True,False,False,True,False,False,False,False,True
312.85,2,33,0,220,16,False,False,False,True,False,False,False,True,False
104.2,1,13,1,9,4,True,False,False,True,False,False,False,False,True
524.81,5,39,0,211,3,True,False,False,True,False,False,True,False,False
450.91,2,31,0,64,0,False,False,True,True,False,False,False,True,False
29.48,2,37,0,93,4,False,True,False,True,False,False,True,False,False
128.31,2,31,0,111,8,False,False,True,True,False,False,True,False,False
496.42,1,32,0,299,2,False,False,False,False,True,False,True,False,False
282.51,2,29,0,268,19,False,False,False,False,True,True,False,False,False
161.41,2,27,0,225,21,False,False,True,False,False,False,False,False,False
10.45,5,12,0,184,10,True,False,False,False,True,False,False,False,False
578.76,4,36,0,63,2,False,True,False,True,False,False,False,True,False
23.84,1,36,0,158,1,True,False,False,True,False,False,False,True,False
96.6,4,15,0,339,7,False,True,False,False,False,False,False,True,False
203.15,1,29,0,93,21,False,True,False,False,True,False,False,True,False
247.87,3,34,0,45,1,False,False,True,False,False,False,False,True,False
303.93,2,48,0,174,23,False,False,False,False,False,False,False,False,False
77.3,2,50,0,344,17,True,False,False,False,True,False,False,False,True
62.36,3,46,0,349,2,False,True,False,False,False,True,False,False,False
52.75,2,18,0,110,1,False,True,False,False,True,False,True,False,False
344.09,4,27,0,176,15,True,False,False,True,False,False,False,False,False
313.67,5,26,0,298,0,False,True,False,True,False,False,False,True,False
202.54,5,47,0,53,8,False,False,True,False,True,False,False,False,False
258.96,4,43,0,29,16,True,False,False,True,False,False,False,False,False
438.58,2,35,0,231,15,False,True,False,False,True,False,False,True,False
55.08,1,25,0,331,20,False,True,False,False,False,False,False,False,True
96.95,3,46,0,293,11,True,False,False,False,True,True,False,False,False
582.71,4,22,0,93,11,False,False,True,False,True,False,False,False,False
269.65,5,32,0,283,22,False,False,False,False,False,False,False,False,False
31.07,2,27,0,217,12,True,False,False,True,False,False,False,True,False
141.29,2,23,0,164,3,False,False,False,False,True,False,False,False,False
104.95,1,31,0,11,15,False,False,True,True,False,False,True,False,False
21.6,2,40,0,122,16,False,False,False,False,True,False,False,False,True
111.07,5,21,0,90,5,False,True,False,False,True,False,False,False,True
609.16,3,31,0,70,10,False,True,False,False,True,True,False,False,False
95.11,1,38,0,61,11,False,True,False,True,False,False,True,False,False
174.99,2,51,0,93,0,False,False,False,True,False,False,False,False,False
237.01,4,48,0,136,0,True,False,False,False,True,False,False,False,False
423.25,1,34,1,359,5,False,False,True,False,False,False,True,False,False
283.99,1,39,0,284,9,False,False,True,False,True,False,False,False,False
191.63,1,30,0,249,15,False,False,False,False,True,False,False,False,True
59.34,3,42,0,344,23,False,True,False,True,False,True,False,False,False
131.11,5,42,0,315,6,False,False,True,False,False,False,False,False,True
174.51,2,34,0,198,1,False,True,False,False,True,False,False,False,False
310.7,4,28,1,68,18,False,True,False,False,True,True,False,False,False
119.26,3,28,0,285,7,False,False,True,False,True,True,False,False,False
492.0,5,38,0,198,2,False,True,False,False,True,False,False,False,False
96.81,2,41,0,241,14,False,True,False,False,False,True,False,False,False
695.5,4,20,0,107,23,False,False,False,False,False,False,False,False,True
99.8,5,32,0,333,5,False,False,False,False,False,True,False,False,False
149.05,4,26,0,32,21,False,True,False,False,True,False,False,True,False
139.71,2,10,0,303,4,False,True,False,True,False,True,False,False,False
17.66,4,42,0,119,12,True,False,False,True,False,False,False,False,False
58.07,5,32,0,62,13,False,True,False,True,False,False,False,True,False
64.09,5,28,0,6,7,True,False,False,False,True,False,False,False,False
181.64,2,38,0,75,14,True,False,False,False,False,False,False,False,True
455.74,3,50,0,98,17,False,False,False,False,False,False,False,False,True
102.81,4,49,0,262,3,False,False,True,True,False,False,False,False,False
83.73,2,38,0,121,17,False,False,True,True,False,False,False,False,True
138.82,5,26,0,264,1,False,False,False,False,False,False,True,False,False
21.59,2,21,0,200,19,False,False,True,True,False,False,True,False,False
84.82,3,42,0,235,5,True,False,False,True,False,True,False,False,False
66.18,1,32,0,221,10,True,False,False,False,False,True,False,False,False
186.48,1,40,0,356,12,False,False,False,True,False,False,False,True,False
204.94,1,47,0,105,4,True,False,False,True,False,False,False,False,False
98.63,2,36,0,282,17,True,False,False,False,False,False,False,True,False
120.58,3,22,0,144,8,False,False,False,False,False,False,True,False,False
198.06,1,16,0,34,16,False,False,False,False,True,True,False,False,False
453.82,2,23,0,331,0,False,False,False,True,False,False,False,True,False
351.93,5,33,0,161,18,True,False,False,False,True,False,False,True,False
40.16,1,8,0,211,21,False,False,True,False,False,False,False,False,False
128.22,1,57,0,162,12,False,False,False,False,False,True,False,False,False
75.47,5,34,0,286,14,True,False,False,True,False,False,False,False,True
319.49,1,52,0,3,7,False,False,True,False,True,False,False,True,False
22.44,1,51,0,228,1,True,False,False,True,False,False,False,False,False
4192.75,2,50,1,29,2,False,True,False,False,False,False,True,False,False
165.62,3,34,0,177,3,False,False,False,False,True,False,False,True,False
153.22,4,34,0,292,19,False,False,True,False,True,True,False,False,False
129.14999999999998,5,29,1,14,2,True,False,False,True,False,True,False,False,False
253.11,3,53,0,113,14,False,False,False,False,False,False,False,True,False
152.65,3,40,0,247,22,False,False,True,False,False,False,False,False,True
149.8,2,37,0,240,5,False,True,False,False,False,False,True,False,False
406.56,3,35,0,224,11,False,True,False,False,True,True,False,False,False
239.11,5,38,0,118,9,False,False,False,True,False,False,False,False,True
38.37,5,44,0,49,22,False,False,False,True,False,False,False,False,False
225.39,5,42,0,363,19,False,False,False,False,False,False,True,False,False
184.9,5,20,0,7,19,False,False,False,False,True,True,False,False,False
28.62,4,38,0,33,20,False,False,True,True,False,False,False,True,False
115.51,2,31,0,313,3,False,False,False,False,False,False,True,False,False
21.42,1,34,0,206,23,False,False,False,True,False,False,False,False,True
897.87,1,43,0,57,15,False,True,False,False,False,False,False,False,False
376.48,2,56,0,92,0,False,False,False,True,False,False,False,False,False
21.32,1,35,0,56,0,False,False,False,True,False,False,False,False,True
168.84,4,47,0,235,12,False,False,True,True,False,False,True,False,False
64.88,3,29,0,166,11,False,False,True,False,True,False,False,False,False
46.62,4,33,0,134,18,False,True,False,False,True,False,True,False,False
84.28,1,29,0,204,1,False,True,False,False,True,False,False,True,False
104.84,2,28,0,361,13,True,False,False,False,False,False,True,False,False
20.4,2,49,0,50,6,True,False,False,True,False,False,False,False,True
677.8,2,47,0,42,9,False,False,False,False,False,False,False,False,False
132.82,5,19,0,210,17,True,False,False,False,False,False,False,False,True
44.29,3,40,0,53,1,False,False,False,True,False,False,False,True,False
74.2,3,22,0,160,18,True,False,False,True,False,False,False,False,True
133.06,4,30,0,285,12,False,True,False,True,False,False,False,True,False
95.87,2,34,0,333,9,False,False,False,False,False,False,False,False,True
233.72,3,27,0,190,5,False,False,False,True,False,False,False,True,False
17.34,4,50,0,303,6,False,False,False,False,False,True,False,False,False
144.96,4,42,0,200,20,False,False,True,False,False,False,True,False,False
284.27,1,25,0,286,22,False,False,False,False,False,False,False,False,False
615.7,3,43,1,217,0,False,True,False,True,False,True,False,False,False
164.56,5,46,0,340,1,False,False,False,True,False,False,False,False,True
95.99,2,37,0,236,19,True,False,False,False,False,False,False,False,True
115.31,2,14,0,294,6,True,False,False,False,False,False,False,True,False
102.84,4,20,0,166,14,False,False,False,False,False,False,False,True,False
454.0,2,23,0,164,8,True,False,False,False,False,False,False,True,False
174.37,4,35,0,282,18,False,False,False,True,False,False,False,False,False
628.15,5,29,0,356,21,True,False,False,True,False,False,False,True,False
163.41,1,39,0,39,15,False,True,False,True,False,False,False,True,False
337.82,3,37,0,302,10,False,False,True,False,True,False,False,False,True
304.24,5,27,0,326,21,True,False,False,False,True,True,False,False,False
180.15,4,33,0,106,23,False,True,False,False,True,False,False,False,False
199.74,4,36,0,75,14,False,False,True,False,True,False,False,False,False
379.09,4,35,0,273,17,False,False,True,False,False,False,False,False,False
894.7,1,47,0,320,0,False,False,True,False,True,False,False,False,True
225.52,2,30,0,236,6,False,False,False,False,True,True,False,False,False
438.88,1,13,1,25,17,False,False,True,True,False,False,False,True,False
250.36,1,54,0,96,9,True,False,False,False,False,False,False,False,True
415.81,2,40,0,110,0,True,False,False,True,False,False,True,False,False
14.82,3,38,0,175,11,False,False,False,False,False,False,True,False,False
416.07,3,41,0,81,4,True,False,False,False,False,False,False,True,False
16.52,2,40,0,230,2,True,False,False,True,False,False,False,True,False
328.87,1,35,0,84,0,False,False,False,False,True,True,False,False,False
168.19,2,27,0,176,19,False,False,False,False,False,True,False,False,False
56.49,1,36,0,340,6,False,True,False,False,False,True,False,False,False
547.55,5,35,0,8,8,False,False,True,False,True,False,False,True,False
92.66,3,34,0,177,19,False,False,True,False,False,False,True,False,False
22.31,1,48,0,229,11,True,False,False,False,True,True,False,False,False
47.2,3,37,0,49,0,False,False,False,False,False,False,False,True,False
73.61,4,19,0,302,22,True,False,False,False,False,True,False,False,False
209.51,1,36,0,68,5,False,False,True,False,True,False,False,False,False
223.83,4,34,0,233,6,False,False,True,True,False,False,False,False,False
64.17,1,22,0,20,3,False,True,False,True,False,False,False,False,False
90.32,5,27,0,243,10,False,False,False,False,True,False,False,False,False
828.06,5,36,0,169,21,False,True,False,True,False,False,False,False,True
132.61,5,37,0,310,17,False,False,True,False,False,False,False,False,True
198.23,2,29,0,19,8,True,False,False,True,False,False,False,False,True
419.79,1,27,0,196,13,False,False,False,False,False,False,True,False,False
58.21,4,35,0,304,5,False,False,False,True,False,False,False,True,False
160.86,1,50,0,303,18,False,True,False,False,False,False,True,False,False
69.26,5,33,0,350,23,False,True,False,True,False,False,True,False,False
26.19,1,32,0,128,11,False,False,False,True,False,True,False,False,False
286.51,4,28,0,144,11,False,True,False,False,True,False,False,True,False
44.4,3,20,0,60,18,False,True,False,True,False,False,False,False,False
186.7,5,38,0,154,10,True,False,False,False,True,False,False,True,False
25.94,1,26,0,275,4,True,False,False,False,False,False,False,False,False
215.71,1,37,0,179,21,True,False,False,True,False,False,False,True,False
383.44,2,31,0,6,16,False,True,False,True,False,True,False,False,False
62.52,1,36,0,100,0,False,True,False,True,False,True,False,False,False
81.42,3,32,0,40,18,False,False,False,False,True,True,False,False,False
329.02,5,28,0,112,12,True,False,False,False,True,True,False,False,False
160.3,5,29,0,174,11,False,True,False,False,True,False,False,False,False
16.89,5,26,0,154,3,False,True,False,True,False,False,False,False,False
48.88,3,36,0,173,13,False,True,False,False,False,False,False,True,False
19.59,2,39,0,244,16,True,False,False,False,True,False,True,False,False
117.67,3,10,0,66,9,True,False,False,True,False,False,False,True,False
107.98,5,33,0,334,0,True,False,False,True,False,False,False,False,True
79.27,1,44,0,128,1,False,True,False,False,True,False,False,True,False
25.65,2,16,0,353,4,False,False,False,False,False,True,False,False,False
95.18,5,27,0,168,17,False,True,False,False,False,False,False,False,False
148.36,1,39,0,176,6,True,False,False,True,False,False,False,True,False
136.4,2,40,0,353,2,False,True,False,True,False,False,False,False,True
34.84,1,52,0,269,14,False,False,False,False,False,False,False,False,True
76.1,3,51,0,282,12,False,False,True,False,True,False,False,False,False
264.49,4,42,0,58,20,True,False,False,True,False,False,False,False,False
200.07,3,44,0,341,3,False,False,False,False,False,False,False,True,False
168.08,5,27,0,90,7,True,False,False,True,False,False,False,True,False
153.33,4,41,0,55,15,True,False,False,False,False,False,True,False,False
40.13,5,28,0,229,0,False,True,False,False,True,True,False,False,False
238.79,5,38,0,325,7,False,False,True,False,False,False,False,False,True
112.54,4,42,0,253,2,False,False,True,False,True,False,False,True,False
638.72,4,53,0,310,22,False,False,True,False,False,False,False,False,True
325.01,5,35,1,52,3,False,False,False,False,False,False,False,False,True
168.03,1,30,0,154,15,True,False,False,False,True,True,False,False,False
53.43,3,40,0,114,17,True,False,False,False,True,False,False,True,False
745.38,5,27,0,113,21,False,False,False,True,False,True,False,False,False
160.41,4,23,0,284,14,False,True,False,False,True,False,True,False,False
49.32,1,39,0,10,8,False,True,False,True,False,False,False,False,False
640.2,3,36,0,76,19,False,False,True,True,False,False,False,True,False
126.07,2,63,0,278,7,False,True,False,False,True,False,False,False,False
490.12,5,32,0,304,4,False,True,False,False,True,True,False,False,False
139.19,2,27,0,46,23,False,True,False,False,False,False,False,False,True
152.52,2,37,0,184,16,False,False,True,True,False,False,False,True,False
100.21,2,31,0,167,0,False,False,True,False,True,False,False,False,False
1808.8,2,23,1,12,2,False,False,True,False,False,True,False,False,False
207.59,5,20,0,160,10,False,False,False,False,False,False,False,False,True
173.6,4,29,0,110,14,False,False,True,True,False,False,False,False,True
478.81,5,26,1,20,21,False,False,True,True,False,False,False,False,False
237.54,1,36,0,108,20,False,True,False,True,False,False,True,False,False
92.57,1,32,0,12,8,True,False,False,True,False,False,False,False,False
231.2,2,36,0,270,8,False,False,True,False,False,False,False,False,True
11.14,2,25,0,85,17,False,False,False,False,False,False,True,False,False
269.68,3,54,1,58,1,True,False,False,False,False,False,True,False,False
66.72,1,45,0,219,12,False,False,True,False,False,True,False,False,False
236.23,4,46,0,218,22,False,True,False,False,False,False,True,False,False
499.12,2,44,0,139,3,False,False,False,True,False,False,False,False,True
194.67,3,27,0,144,7,False,True,False,False,True,True,False,False,False
624.9,1,39,1,12,20,False,False,False,False,True,False,False,False,False
215.97,4,38,0,74,20,True,False,False,False,False,False,False,False,False
513.25,1,31,0,303,10,False,False,True,False,False,False,False,False,True
590.3,1,46,0,83,2,False,True,False,True,False,False,False,False,True
15.9,3,38,0,357,20,True,False,False,True,False,False,False,False,False
151.96,4,36,0,301,8,True,False,False,True,False,False,True,False,False
479.56,5,30,0,31,0,False,False,True,True,False,False,True,False,False
37.11,1,30,0,246,14,True,False,False,True,False,True,False,False,False
29.55,1,47,0,144,11,False,True,False,False,False,False,True,False,False
116.18,4,44,0,296,3,False,False,False,False,False,False,False,False,False
491.83,2,27,0,339,23,False,False,True,False,True,False,False,True,False
16.16,3,43,0,280,18,False,False,True,False,False,False,False,False,False
301.41,5,41,0,354,15,False,False,True,False,True,False,False,False,True
49.69,3,56,0,23,3,True,False,False,False,False,False,False,False,True
373.49,4,46,0,3,5,False,False,False,True,False,False,False,False,False
21.87,4,33,0,112,20,True,False,False,True,False,False,False,False,False
11.02,1,39,0,108,0,False,False,False,False,False,False,False,False,True
129.5,3,24,0,66,17,False,True,False,False,False,False,False,False,False
291.52,3,32,0,301,10,False,False,True,False,False,False,True,False,False
1746.75,2,41,1,20,0,True,False,False,False,False,False,True,False,False
95.92,1,43,0,354,23,False,False,False,True,False,False,False,False,False
69.24,5,46,0,47,4,False,False,True,False,True,True,False,False,False
256.12,2,17,0,99,17,False,True,False,False,False,False,True,False,False
90.76,3,24,0,281,8,True,False,False,False,False,False,False,False,True
42.12,4,27,0,152,22,True,False,False,True,False,False,False,False,True
357.07,4,50,0,148,13,True,False,False,True,False,False,False,False,True
31.39,5,43,0,142,0,True,False,False,False,False,True,False,False,False
578.77,4,44,0,37,5,True,False,False,True,False,False,False,False,True
65.21,1,37,0,262,8,False,False,True,False,False,False,True,False,False
190.41,3,15,0,213,3,False,False,True,False,False,False,False,False,False
192.36,5,28,0,263,11,False,False,True,False,False,False,False,False,False
73.97,5,36,0,160,0,False,False,False,False,True,False,True,False,False
211.39,4,40,0,196,0,False,True,False,True,False,False,True,False,False
144.81,5,41,0,180,22,False,True,False,True,False,False,False,False,False
92.52,3,52,0,178,5,False,False,True,False,True,False,False,False,False
119.69,2,17,0,362,3,True,False,False,False,True,True,False,False,False
51.82,1,34,0,267,3,False,True,False,False,False,False,True,False,False
90.18,4,36,0,308,10,False,True,False,False,False,False,False,False,False
85.11,2,23,0,80,14,False,False,True,True,False,False,False,False,False
117.32,3,29,0,44,13,True,False,False,True,False,True,False,False,False
70.02,3,32,0,357,15,False,False,False,True,False,False,False,True,False
408.85,2,33,0,245,23,False,False,True,False,False,False,False,True,False
20.82,4,35,0,304,2,False,False,False,True,False,False,False,True,False
199.92,1,36,0,85,22,False,False,False,False,False,True,False,False,False
1268.5,3,48,1,16,1,False,True,False,False,False,False,False,False,True
36.48,1,32,0,337,13,False,False,True,False,True,False,True,False,False
205.83,5,34,0,346,19,False,True,False,False,False,False,False,False,True
347.77,5,38,0,297,10,False,True,False,False,True,False,False,False,False
56.2,3,32,1,299,1,True,False,False,False,False,False,False,False,False
117.75,5,47,0,66,19,True,False,False,False,True,True,False,False,False
95.79,1,26,0,144,5,False,False,False,False,False,False,False,False,False
59.74,5,31,0,26,23,False,False,True,True,False,False,True,False,False
79.28,1,29,0,314,13,False,False,False,False,False,False,False,False,False
112.58,5,13,0,31,10,True,False,False,False,False,False,False,True,False
14.9,1,44,0,55,6,False,True,False,True,False,False,False,True,False
98.88,5,26,0,26,0,False,True,False,True,False,False,True,False,False
43.55,3,62,0,188,18,False,True,False,False,True,False,True,False,False
54.52,2,21,0,355,7,True,False,False,True,False,True,False,False,False
1631.89,3,41,0,259,9,False,False,True,True,False,False,False,False,True
251.78,3,43,0,175,8,False,False,False,True,False,False,False,False,False
140.22,2,23,0,144,20,False,True,False,False,True,False,False,True,False
26.51,1,26,0,183,2,False,False,False,False,False,True,False,False,False
15.67,2,35,0,34,5,True,False,False,False,False,False,False,False,False
612.74,3,46,0,40,21,False,True,False,False,True,True,False,False,False
24.22,1,52,0,52,14,False,True,False,True,False,True,False,False,False
196.25,5,47,0,124,9,False,False,False,True,False,False,True,False,False
26.87,5,44,0,172,11,False,False,True,False,False,False,False,True,False
152.82,4,33,0,171,16,False,True,False,False,True,False,True,False,False
120.81,5,37,0,333,18,False,False,False,False,True,True,False,False,False
25.97,2,28,0,159,21,False,False,False,True,False,False,False,False,True
480.47,2,49,0,242,7,False,False,True,False,True,False,False,True,False
116.91,2,38,0,325,14,False,False,False,False,True,True,False,False,False
107.85,5,33,0,51,2,False,False,False,False,False,False,False,False,True
424.19,5,19,0,134,16,False,False,True,True,False,False,False,False,True
91.33,2,22,0,329,12,False,True,False,True,False,True,False,False,False
128.15,1,28,0,287,16,False,False,True,False,False,False,False,False,False
73.44,5,23,0,110,1,True,False,False,False,True,False,False,False,False
77.16,1,36,0,175,23,False,False,True,True,False,False,True,False,False
448.61,4,30,0,302,10,False,False,False,True,False,False,False,True,False
134.34,3,37,0,141,18,True,False,False,False,False,False,True,False,False
354.48,5,44,0,295,15,False,False,True,False,False,False,False,True,False
100.87,3,26,0,212,15,True,False,False,False,True,True,False,False,False
332.32,3,31,0,39,18,False,False,False,False,False,False,False,True,False
11.42,3,21,0,202,20,True,False,False,False,True,False,False,False,False
14.03,2,19,0,226,18,False,True,False,True,False,True,False,False,False
403.31,4,50,0,30,11,False,False,False,True,False,False,False,True,False
69.18,3,47,0,225,18,True,False,False,False,False,False,False,True,False
77.41,5,26,0,88,11,False,False,False,True,False,False,False,False,True
60.36,1,21,0,160,14,True,False,False,False,True,False,False,False,False
10.2,4,35,0,187,22,False,False,False,False,True,True,False,False,False
779.61,5,43,0,168,17,True,False,False,False,False,False,False,False,False
252.4,3,16,0,284,20,False,True,False,False,False,False,True,False,False
750.05,1,39,0,301,6,False,True,False,False,True,False,False,True,False
185.28,2,28,0,225,21,False,False,False,True,False,False,False,False,False
1268.7,5,45,1,233,21,False,True,False,True,False,False,False,False,False
64.89,5,15,0,23,14,False,False,False,True,False,False,False,True,False
109.06,3,48,0,4,7,True,False,False,False,True,True,False,False,False
31.45,2,52,0,37,2,False,False,False,True,False,True,False,False,False
21.14,5,49,0,13,12,True,False,False,False,False,False,True,False,False
318.69,1,26,0,192,10,False,False,False,True,False,False,False,True,False
244.84,5,34,0,43,22,True,False,False,False,False,False,False,False,True
761.4499999999999,4,15,1,304,19,True,False,False,True,False,False,False,True,False
64.48,5,55,0,37,19,False,True,False,True,False,True,False,False,False
207.77,4,32,0,54,17,True,False,False,False,False,False,False,True,False
63.9,4,41,0,206,21,False,False,True,False,True,False,True,False,False
171.67,4,29,0,14,10,False,False,True,False,False,False,True,False,False
274.58,5,48,0,186,22,True,False,False,False,False,False,False,True,False
183.28,3,37,0,84,16,False,False,False,True,False,False,False,False,False
134.94,5,43,0,238,11,False,True,False,False,False,False,False,True,False
12.77,4,31,0,300,4,False,False,False,True,False,False,False,False,True
107.55,5,60,0,94,13,False,False,True,False,True,False,True,False,False
161.67,1,13,0,323,5,False,True,False,False,False,False,False,False,False
25.74,3,25,0,97,20,False,True,False,False,True,False,False,False,False
303.94,3,25,0,31,4,True,False,False,False,False,False,True,False,False
110.83,2,41,0,74,7,False,False,False,True,False,False,True,False,False
42.6,5,48,0,119,6,False,False,False,True,False,True,False,False,False
74.47,5,33,0,212,2,True,False,False,True,False,False,False,False,False
22.76,4,56,0,295,14,False,False,False,False,True,False,False,False,True
26.47,5,41,0,143,17,True,False,False,True,False,False,True,False,False
399.67,5,25,0,322,8,False,False,False,False,False,False,True,False,False
59.4,1,20,0,36,4,False,False,True,True,False,False,False,True,False
197.25,5,33,0,152,9,True,False,False,False,False,False,True,False,False
210.75,1,15,1,15,4,False,False,True,False,False,False,False,True,False
131.23,4,40,0,71,5,True,False,False,False,False,False,False,True,False
60.27,2,38,0,316,20,False,True,False,True,False,False,False,False,True
864.5,2,36,1,23,13,False,False,False,False,True,False,False,True,False
718.62,2,34,0,362,23,True,False,False,True,False,False,True,False,False
28.51,4,40,0,4,5,False,True,False,False,True,False,False,False,True
250.75,3,30,0,278,3,False,False,False,True,False,False,False,True,False
45.57,5,36,0,268,20,False,False,True,True,False,False,True,False,False
410.39,3,51,0,154,4,False,True,False,False,False,False,False,False,True
21.78,5,35,0,277,23,False,True,False,False,False,False,True,False,False
1123.3,5,50,0,37,7,False,False,True,False,True,False,True,False,False
69.4,3,30,0,216,6,False,False,False,True,False,False,False,False,False
326.09,3,58,0,353,5,False,False,True,True,False,False,False,False,False
106.87,4,37,0,363,7,True,False,False,True,False,False,False,True,False
402.62,1,47,0,145,23,False,False,True,True,False,False,True,False,False
121.02,4,41,0,316,14,False,False,True,False,True,True,False,False,False
348.25,4,41,0,271,1,False,False,False,False,True,True,False,False,False
120.07,5,29,0,65,19,False,True,False,False,False,False,False,False,False
1380.04,1,29,0,251,12,False,False,True,False,False,False,True,False,False
95.95,5,34,0,326,17,True,False,False,True,False,True,False,False,False
51.13,3,35,0,295,23,False,True,False,True,False,False,False,True,False
82.39,1,49,0,52,16,False,True,False,True,False,True,False,False,False
108.3,4,33,0,1,16,True,False,False,False,True,True,False,False,False
132.51,2,64,0,109,22,True,False,False,False,True,False,True,False,False
94.21,4,35,0,343,3,False,False,False,False,False,False,False,False,True
82.74,3,36,0,152,3,False,True,False,True,False,False,False,True,False
276.58,4,37,0,174,4,False,False,False,True,False,True,False,False,False
285.83,5,38,0,284,16,False,False,True,False,False,False,False,False,True
85.88,3,24,0,243,23,False,True,False,False,True,False,False,False,False
287.56,1,39,0,60,18,False,False,False,False,False,False,True,False,False
62.6,4,39,0,51,19,False,False,True,False,False,True,False,False,False
38.28,1,46,0,82,19,False,False,True,False,False,True,False,False,False
483.56,1,35,0,336,12,False,True,False,False,False,False,True,False,False
353.08,2,38,0,13,3,False,False,False,False,False,False,False,False,False
399.28,3,45,0,155,4,True,False,False,False,False,False,False,True,False
183.2,4,32,0,260,23,False,False,False,False,True,False,False,False,True
20.04,3,33,0,74,18,False,False,False,False,True,False,True,False,False
347.35,2,31,0,214,16,True,False,False,True,False,False,False,False,False
596.32,3,52,0,136,16,False,True,False,False,False,False,False,False,True
404.59,2,46,0,67,4,False,False,False,False,False,False,False,False,True
224.34,3,21,0,2,1,False,False,True,False,False,False,False,False,True
39.28,4,36,0,137,9,False,False,True,False,False,False,False,False,False
272.88,5,30,0,71,13,False,True,False,True,False,True,False,False,False
32.64,2,48,0,151,22,True,False,False,True,False,False,False,False,True
335.17,2,29,0,69,3,False,False,True,False,False,False,False,False,True
123.36,4,30,0,182,19,False,False,False,True,False,False,False,False,False
118.16,2,45,0,213,0,True,False,False,False,True,True,False,False,False
344.66,1,34,0,55,11,False,True,False,False,True,False,False,True,False
105.83,4,31,0,67,19,True,False,False,False,True,False,False,True,False
163.31,1,33,0,33,0,False,False,False,True,False,False,False,True,False
272.98,5,28,0,264,19,False,False,False,False,False,True,False,False,False
242.1,4,13,0,212,7,False,True,False,True,False,False,False,True,False
48.19,3,48,0,26,13,False,True,False,False,False,False,False,True,False
109.41,5,13,0,288,4,False,True,False,False,True,False,False,False,True
174.42,5,53,0,99,17,False,True,False,True,False,False,False,False,True
95.38,3,36,0,127,3,False,True,False,False,True,False,False,False,True
328.33,5,18,0,68,10,False,False,True,False,False,False,False,False,True
157.99,2,43,0,62,23,True,False,False,False,True,False,False,False,True
530.22,2,21,0,117,14,False,False,False,False,False,True,False,False,False
50.45,4,52,0,224,9,True,False,False,False,False,False,False,False,False
14.78,1,40,0,219,14,False,True,False,True,False,False,True,False,False
157.16,5,59,0,252,1,False,False,True,True,False,False,False,False,True
155.22,2,28,0,182,22,True,False,False,False,True,False,True,False,False
15.7,5,40,0,192,3,False,False,False,True,False,False,False,False,True
285.22,2,30,0,239,3,False,False,False,False,True,False,False,False,True
184.38,1,46,0,65,8,False,False,False,False,True,False,False,True,False
458.59,4,24,0,205,18,False,False,False,False,False,True,False,False,False
162.66,5,37,0,52,22,False,False,False,True,False,False,False,False,True
290.73,5,54,0,286,21,False,True,False,True,False,False,False,False,False
85.72,1,34,0,302,20,False,False,True,True,False,False,True,False,False
140.28,5,31,0,41,8,False,True,False,False,True,False,False,False,True
69.66,1,26,0,191,4,True,False,False,True,False,False,False,False,True
156.02,1,18,0,166,13,True,False,False,False,False,False,False,True,False
417.38,1,21,0,227,10,True,False,False,True,False,True,False,False,False
267.3,1,51,0,21,18,False,False,False,False,False,False,False,True,False
205.95,2,51,0,110,4,True,False,False,True,False,False,True,False,False
301.56,5,29,0,128,13,True,False,False,False,True,True,False,False,False
1201.85,3,42,0,176,15,False,False,True,False,False,False,False,False,True
19.38,3,22,0,223,6,False,True,False,False,True,False,False,False,True
136.45,4,35,0,302,16,False,True,False,False,True,False,False,False,True
175.02,1,46,0,19,16,False,False,True,True,False,False,False,False,False
319.79,2,39,0,155,16,False,False,True,True,False,False,False,True,False
180.06,5,46,0,346,13,False,False,False,False,True,False,False,True,False
334.02,2,28,1,319,5,False,False,True,False,True,False,False,True,False
342.99,3,45,0,329,4,False,False,False,False,True,False,False,True,False
38.65,3,32,0,7,17,False,False,False,False,True,False,False,True,False
32.28,1,41,0,358,21,False,False,False,False,False,False,False,False,False
160.64,5,13,0,17,21,False,True,False,True,False,False,False,True,False
104.92,5,32,0,108,6,True,False,False,False,True,False,False,True,False
121.05,3,31,0,312,6,True,False,False,True,False,False,False,False,True
638.95,5,23,0,319,16,True,False,False,False,False,False,False,False,True
722.66,5,41,0,212,20,True,False,False,False,True,False,False,False,False
271.2,5,56,0,132,19,True,False,False,False,False,False,True,False,False
39.97,4,22,0,12,17,False,False,False,True,False,True,False,False,False
24.99,4,39,0,141,2,False,False,False,True,False,False,True,False,False
381.63,1,46,0,115,2,True,False,False,False,False,True,False,False,False
11.89,4,25,0,322,20,False,False,True,False,True,False,False,False,False
194.78,4,27,0,122,20,True,False,False,False,False,False,False,False,True
23.9,3,26,0,337,22,False,False,False,True,False,False,True,False,False
